post_id,posted_at,genre,post_type,hashtags,hashtag_reach_score,total_engagements,likes,comments,shares,saves,engagement_rate,positive_sentiment_pct,neutral_sentiment_pct,negative_sentiment_pct,avg_view_duration,completion_rate,age_13_17_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_54_pct,age_55_90_pct,region_north_america_pct,region_europe_pct,region_asia_pct,region_south_america_pct,region_africa_pct,region_oceania_pct,device_mobile_pct,device_desktop_pct,device_tablet_pct
32eb2e96-cfb3-47d8-bd7f-7f5f8fd659a3,2024-02-12 17:29:00,beauty,reel,"#selfcare, #fitness, #makeup, #wanderlust, #streamer, #beauty",422,7812,3319,1366,399,318,69.15,77.8,16.9,5.3,134,0.8009465489472727,24.7,16.1,13.4,26.4,8.4,10.9,20.0,21.7,24.4,13.3,7.4,13.2,22.6,58.8,18.6
ceac8d51-4976-4e59-8dfd-3288d5ce21a7,2024-01-03 23:34:00,gaming,carousel,"#explore, #fashionista, #gameplay, #fitness, #mindfulness",395,1853,1482,189,133,76,101.46,66.1,17.6,16.3,11,0.8097453761997464,44.8,9.4,1.0,7.2,6.0,31.6,23.8,5.2,18.8,23.2,3.6,25.4,30.3,37.4,32.3
fc5d079f-2be9-40d1-8c71-2a2c23db7c91,2024-01-14 13:23:00,gaming,image,"#streamer, #selfcare, #adventure, #inspiration",342,8532,5826,983,671,414,92.52,50.8,32.1,17.1,52,0.47654134879229837,16.3,14.6,13.2,22.1,8.1,25.7,9.5,18.0,23.7,14.7,1.1,33.0,29.1,43.5,27.4
0db81415-190e-4b7f-b50c-ebb8e1914264,2024-03-29 07:19:00,beauty,reel,"#travel, #selfcare, #tasty, #makeup",325,7046,4152,913,380,280,81.25,53.2,31.2,15.5,179,0.41061820223404905,18.2,16.9,8.1,12.9,8.0,35.9,15.7,23.4,31.6,17.0,9.1,3.2,45.5,30.0,24.5
33eebce9-fa4c-4441-a0bb-d4a859fa1bd9,2024-02-02 15:07:00,fashion,video,"#ootd, #adventure, #streamer, #tech, #foodie, #travel, #fashionista, #gaming",615,2070,1159,126,145,25,70.29,46.0,40.6,13.4,222,0.36886578147662746,8.5,27.8,3.3,21.4,16.9,22.1,11.6,22.5,25.9,8.0,16.2,15.9,18.1,20.5,61.4
7a72b472-d989-443a-9e02-a2a6754a1d30,2024-03-23 04:58:00,tech,reel,"#fashion, #style, #travel, #innovation, #gadgets, #beauty, #esports",496,5352,3910,324,178,119,84.66,70.0,16.5,13.5,286,0.3220182781882252,8.9,3.8,21.2,21.6,29.1,15.4,14.9,11.1,8.7,3.2,33.2,28.9,26.2,31.6,42.2
8fb6d58a-3b7c-4474-8131-1b7c37642e82,2024-02-10 08:20:00,food,video,"#cooking, #foodie, #recipe, #ootd",340,2899,2284,320,177,143,100.86,66.3,20.6,13.1,238,0.6307590461282818,13.3,6.0,11.7,24.4,20.1,24.5,14.2,22.7,3.9,31.6,19.8,7.8,13.1,40.0,46.9
f79f4b4c-571b-40f5-b41e-d23806af9e25,2024-01-25 19:32:00,beauty,carousel,"#beauty, #makeup, #fashion, #lifestyle, #mindfulness, #skincare, #workout",499,3236,2412,295,269,86,94.62,77.4,10.0,12.6,178,0.6739556403131989,23.6,8.1,8.6,16.9,28.7,14.1,20.0,19.7,16.5,11.7,6.8,25.3,45.5,50.6,3.9
dd09ab76-bb30-4940-9b86-933345ab5a57,2024-03-24 02:54:00,beauty,reel,"#makeup, #skincare, #foodporn",256,6383,4729,1141,321,144,99.25,68.7,14.9,16.4,135,0.5757422995060386,24.7,1.0,1.9,17.9,26.1,28.3,17.6,24.3,12.3,19.3,25.1,1.3,18.6,70.4,11.0
4f077750-7272-4d66-8d8e-d2d6f1b81824,2024-02-29 09:43:00,fashion,video,"#explore, #gaming, #life, #inspiration, #gadgets, #fashion, #style, #ootd",613,9955,4611,1157,474,333,66.05,65.6,23.1,11.4,107,0.37929587864807013,10.4,35.2,8.3,16.0,20.1,9.9,8.5,28.3,19.0,7.9,16.4,19.8,8.0,26.1,66.0
d256fc71-3ec9-413a-85bc-e3f2cbc51e70,2024-03-08 16:58:00,fitness,carousel,"#cooking, #health, #travelgram, #workout, #style, #mindfulness, #wellness, #esports",482,5465,4001,483,469,159,93.54,72.3,11.5,16.2,281,0.5514760520488338,10.0,3.4,28.5,4.2,28.6,25.4,27.1,12.3,26.7,0.5,18.1,15.3,20.2,46.3,33.5
1fc34687-7398-41c8-bad7-e70cb21845e5,2024-02-23 20:06:00,travel,carousel,"#glam, #explore, #wanderlust",205,9017,5827,1720,382,339,91.69,48.7,39.6,11.7,94,0.36595580873366135,6.8,10.4,28.1,10.5,25.8,18.5,25.7,22.4,2.5,5.8,17.3,26.3,75.8,12.8,11.5
3a820a72-c22e-4b27-bc91-85259dde2ed9,2024-01-17 00:22:00,fashion,video,"#foodie, #lifestyle, #streamer, #fashionista, #cooking, #skincare",488,4898,3112,256,201,73,74.36,56.8,36.5,6.7,225,0.570932949579169,3.0,20.9,16.9,27.7,21.1,10.3,18.9,8.7,18.5,0.9,28.7,24.3,32.2,59.3,8.6
18593cb3-f227-42f7-be16-9a6c73527710,2024-02-22 10:52:00,tech,image,"#beauty, #gadgets, #trendy, #inspiration, #foodporn, #recipe",477,8430,4716,1344,379,189,78.62,50.2,30.5,19.3,141,0.31737190863676096,27.3,18.9,3.6,3.4,17.2,29.6,21.7,12.7,15.2,9.3,19.8,21.3,40.5,34.0,25.5
1fd97f36-6c8a-4a14-bd99-0a60a17849bb,2024-03-30 09:58:00,lifestyle,video,"#life, #mindfulness, #adventure, #recipe, #innovation, #health",435,6567,3548,507,206,238,68.51,42.8,41.1,16.1,75,0.7584965374567487,37.6,3.6,20.6,14.6,17.6,6.1,23.7,35.0,6.2,29.9,2.0,3.2,79.2,4.4,16.4
86ca233f-965b-4206-be8e-bd4cc4dac6a7,2024-02-11 03:00:00,lifestyle,video,"#esports, #mindfulness, #gamer, #wellness, #motivation, #fitness, #inspiration",510,9149,6393,698,461,349,86.36,60.0,22.5,17.5,125,0.3616827166666577,29.6,2.6,31.7,1.6,0.7,33.8,29.7,17.5,4.8,0.9,13.6,33.5,45.7,17.6,36.7
5fb8fe7a-586f-4b01-aff5-e776baab56cc,2024-01-26 05:38:00,lifestyle,reel,"#motivation, #trendy, #foodie, #fashionista, #lifestyle",387,3504,2467,519,119,143,92.69,59.8,23.9,16.3,57,0.7865800867935725,19.2,11.3,23.4,14.3,16.1,15.8,4.1,26.8,18.3,16.6,3.4,30.7,29.3,24.3,46.4
c54c118a-75d3-49c8-9fd7-cec64fb69c84,2024-01-11 16:41:00,fitness,reel,"#gamer, #esports, #gym",283,3827,1590,597,379,118,70.13,64.4,25.1,10.5,265,0.5170968578080708,26.7,11.3,22.5,19.7,1.5,18.3,12.1,7.9,26.5,30.1,18.8,4.7,49.8,45.6,4.7
52aebe82-947e-4958-bafb-4027741a69d5,2024-02-09 05:13:00,fitness,video,"#beauty, #health, #motivation, #travelgram, #esports, #health",402,6598,5140,811,251,102,95.54,43.1,39.2,17.7,133,0.33130788195660277,3.4,26.0,28.2,29.8,1.3,11.4,5.1,26.2,24.3,25.5,5.2,13.8,22.8,41.8,35.4
24f43818-766d-4408-b452-74765eed3ccb,2024-02-17 17:59:00,gaming,image,"#gaming, #gamer, #ai, #gameplay, #streamer, #esports, #fashion, #foodporn",533,2680,1834,341,80,35,85.45,46.4,41.8,11.7,260,0.6580434256913682,12.7,20.5,2.3,22.5,20.2,21.9,25.2,26.0,5.5,15.1,21.5,6.7,25.1,47.5,27.4
de0aab50-30be-414e-aa6d-b3f8cb759c43,2024-03-21 16:36:00,fashion,image,"#life, #inspiration, #fashion, #travel",327,4963,3411,464,99,119,82.47,62.8,29.4,7.8,166,0.8600225879702386,17.4,13.6,9.4,24.9,14.2,20.5,2.2,19.6,18.9,37.8,18.1,3.4,3.6,19.6,76.8
39dd69a1-40e4-43f3-82ca-29a0d2259fe8,2024-03-10 15:16:00,beauty,reel,"#streamer, #coding, #makeup, #makeup",202,1599,1121,125,77,65,86.8,74.6,15.4,10.0,145,0.6836815862954883,3.7,10.8,26.1,21.8,26.3,11.3,25.3,14.2,21.9,19.9,2.2,16.5,32.3,40.5,27.3
fcf3e46b-9b9f-4e51-8d0d-f64d079bfc10,2024-01-10 21:40:00,fashion,carousel,"#mindfulness, #fashionista, #glam, #recipe, #trendy, #travel, #esports, #tasty",543,7655,4174,1302,569,368,83.78,45.7,40.2,14.1,182,0.7257242920917529,32.4,1.4,2.8,32.3,15.2,15.9,26.5,10.4,21.3,16.0,14.8,11.1,35.9,29.2,34.9
9ff38338-5c70-4bdc-9a44-fa00af4607db,2024-02-08 05:45:00,lifestyle,video,"#gadgets, #gym, #lifestyle, #life, #glam, #inspiration, #mindfulness, #inspiration",484,3852,2763,486,114,69,89.1,45.6,37.6,16.9,160,0.6686569669849188,0.9,19.0,12.6,27.6,18.9,21.0,18.5,13.5,19.8,21.2,1.9,25.0,17.4,44.2,38.3
b80ebcf9-b285-40e8-b21c-cbd17a3f6b9e,2024-03-05 20:10:00,food,reel,"#ai, #wanderlust, #recipe, #cooking, #workout, #health",471,3526,1651,506,324,82,72.69,77.0,17.4,5.6,131,0.3845265810049101,27.5,2.6,30.2,24.6,8.4,6.7,25.9,15.9,18.7,8.8,7.1,23.5,22.6,51.4,26.0
22248606-1623-42f9-bf80-99a9588373b4,2024-02-07 12:55:00,fashion,image,"#ootd, #selfcare, #travel, #gym, #cooking, #trendy",436,7850,3919,1411,257,181,73.48,63.1,27.2,9.7,70,0.8850496892482704,29.3,19.1,19.7,19.1,11.8,0.9,8.1,13.3,1.9,18.7,33.3,24.7,24.7,30.1,45.2
e9f740f0-b0dd-4f71-b8a7-e7764a94df1e,2024-02-17 10:35:00,beauty,reel,"#workout, #streamer, #gameplay, #recipe, #ai",380,6990,4906,558,424,209,87.22,41.8,51.1,7.1,80,0.7929967746767115,12.3,17.5,16.8,22.3,19.0,12.1,21.5,8.7,9.8,24.0,15.5,20.6,12.0,44.3,43.7
0fba7242-6e27-454e-aa09-9ad6212969fe,2024-01-05 18:44:00,tech,carousel,"#coding, #travelgram, #coding, #explore, #gadgets, #selfcare, #ai, #ai",466,2800,1333,325,149,74,67.18,48.2,39.3,12.5,45,0.5078181084573699,15.7,12.1,21.8,18.7,18.2,13.4,10.6,27.0,13.0,15.0,15.4,19.0,46.6,39.3,14.2
37977693-8d99-435d-80d3-5c4a091b3801,2024-03-24 08:47:00,gaming,carousel,"#wellness, #esports, #explore, #fashion, #gaming, #travelgram",459,8849,4297,1541,368,287,73.38,50.9,42.5,6.6,150,0.572609446894077,30.9,10.0,2.1,37.8,9.4,9.7,19.1,3.8,27.0,27.4,4.4,18.3,1.4,83.0,15.7
d1703167-f681-470b-a19c-c81715caa195,2024-01-18 16:29:00,gaming,image,"#streamer, #gaming, #ai, #gamer, #health",379,5470,2609,365,180,155,60.49,50.3,41.9,7.8,156,0.5205263418613022,19.0,20.4,14.6,19.5,4.5,22.0,5.2,40.5,11.2,8.5,19.6,15.0,35.8,34.4,29.8
6188ed0d-ca2e-4714-8dcd-86c207058f16,2024-01-29 04:30:00,tech,image,"#tech, #health, #innovation, #recipe",294,3509,2042,695,175,133,86.78,76.5,7.1,16.4,207,0.45267433144056746,18.0,18.5,17.1,15.3,13.4,17.7,26.2,3.2,23.7,25.8,5.8,15.3,36.3,43.7,20.0
bddfacd5-c826-47c0-b42f-21b5f1a245de,2024-01-28 18:04:00,fashion,video,"#ootd, #fashionista, #travel, #glam",341,1742,992,270,110,21,79.97,75.8,4.4,19.8,146,0.41308827074204546,19.3,11.7,7.4,5.5,26.2,29.8,12.2,25.0,10.3,2.2,26.3,23.9,35.5,21.5,43.1
576e5c3b-1529-4821-abb0-3f38830c75cc,2024-01-05 21:26:00,food,reel,"#glam, #trendy, #skincare, #travelgram",347,1256,623,75,84,34,64.97,66.9,15.0,18.1,128,0.8096045593560244,8.7,1.6,15.7,19.3,27.0,27.7,23.5,14.8,14.8,19.8,21.0,6.1,44.2,15.8,40.0
3af7fac3-5eec-45cb-9c81-3501a7598965,2024-03-31 04:51:00,lifestyle,reel,"#gameplay, #recipe, #motivation, #life, #beauty, #ootd",474,8586,6575,1153,836,277,102.97,45.4,46.0,8.6,243,0.359164938939288,5.9,18.8,26.8,24.7,2.7,21.1,16.3,23.6,5.1,20.5,19.5,15.1,49.3,23.4,27.3
9f1e2c11-eeaf-4c9d-a1d0-5c6c32d83ca7,2024-02-10 06:23:00,gaming,image,"#fashionista, #esports, #gaming, #fashion, #tasty",361,6126,3464,823,230,97,75.32,50.4,30.5,19.0,252,0.6955706051939177,21.5,15.5,5.7,12.3,14.1,31.0,7.7,24.6,28.9,19.2,14.7,5.0,18.3,26.5,55.2
fc28daec-543f-4b26-bd04-21894fd34c13,2024-01-01 17:35:00,fashion,image,"#ootd, #selfcare, #fashion, #style",349,7739,3132,1001,324,379,62.49,40.7,42.1,17.2,122,0.4268502335307283,24.6,29.4,33.2,3.9,3.5,5.4,8.9,13.2,12.4,13.5,18.8,33.0,14.5,42.8,42.7
b261815f-dba9-4f56-8dc2-bfc6ae47973d,2024-02-04 01:59:00,gaming,carousel,"#fashionista, #cooking, #life, #makeup, #foodie, #gaming, #gameplay, #inspiration",607,2218,1494,204,140,80,86.47,47.2,35.1,17.8,131,0.7278651196070315,0.5,7.1,4.9,27.9,27.9,31.6,21.3,17.0,13.6,9.6,18.6,19.9,33.7,21.9,44.4
132187c0-17ef-4a50-a2c9-ce9c76a501a4,2024-02-04 04:24:00,food,reel,"#glam, #recipe, #cooking, #ai, #gamer, #foodporn, #streamer",507,3527,2454,343,100,36,83.16,52.3,37.3,10.4,59,0.3812937154084056,13.5,6.6,9.4,22.4,27.7,20.4,28.9,15.7,18.6,14.1,18.7,4.1,39.3,27.0,33.6
993efa42-7c40-43e6-a964-594a2e28a6e2,2024-02-20 10:53:00,fashion,video,"#fashionista, #health, #wellness",254,7224,5213,718,337,307,91.02,74.4,6.0,19.6,134,0.6951977811193909,4.7,11.1,32.8,7.0,10.9,33.4,17.0,19.9,8.4,13.0,28.2,13.6,26.5,32.4,41.1
dcfa2177-6ec1-420b-8f15-654a22952d82,2024-02-18 02:28:00,beauty,video,"#ootd, #gameplay, #gaming, #makeup, #travelgram, #gadgets",386,8851,5601,1152,830,396,90.15,56.7,37.7,5.6,183,0.4871342063385249,23.6,17.1,19.8,14.5,22.3,2.7,16.3,15.0,17.1,17.2,25.7,8.8,27.8,64.4,7.8
70f50296-6ede-4b98-8831-79d8e10f7b55,2024-01-27 16:30:00,gaming,carousel,"#adventure, #ootd, #tasty, #gamer, #gym, #makeup",429,6706,3959,776,507,152,80.44,52.0,30.8,17.2,203,0.6667850526834012,3.3,24.7,18.8,19.7,4.8,28.6,18.8,32.2,7.8,13.6,6.2,21.5,8.9,52.6,38.4
5376175c-5254-4cc5-b028-1d0d7f1903f3,2024-02-14 11:54:00,food,video,"#tasty, #skincare, #tasty, #lifestyle, #inspiration, #travel",423,8501,5499,1462,650,186,91.72,64.6,29.1,6.3,154,0.3196170521148424,6.9,6.1,15.7,9.4,35.7,26.3,5.0,17.1,18.7,17.4,26.9,14.9,81.1,13.7,5.1
243506d7-6b97-4381-9986-bf5e1af12abb,2024-03-09 09:10:00,tech,carousel,"#coding, #tasty, #tech",242,8492,5318,1408,506,258,88.2,62.9,28.1,9.0,153,0.6436413478881555,13.5,24.6,13.4,18.8,18.8,10.9,22.3,8.4,29.8,1.1,9.0,29.4,24.6,47.1,28.3
b050abe8-5820-4f31-b681-403a6fcbc5a4,2024-01-18 13:58:00,food,image,"#esports, #adventure, #tasty, #ootd, #foodporn, #lifestyle",454,1971,1570,354,59,87,105.02,50.0,34.3,15.7,28,0.3597448451497235,23.0,21.1,18.8,13.6,16.0,7.5,28.6,3.0,16.8,9.1,30.5,12.0,33.6,31.1,35.3
e06b534f-ac89-4b83-b358-178920145a06,2024-01-03 03:59:00,gaming,image,"#adventure, #makeup, #gamer",229,3588,2068,179,346,64,74.05,67.5,25.5,7.0,57,0.4880108864645437,22.3,5.4,31.9,9.4,22.4,8.6,13.2,10.2,23.4,7.8,21.9,23.5,60.0,28.8,11.2
4ef55b75-f0e4-44d7-beaf-0d747318c9a8,2024-01-18 12:49:00,lifestyle,reel,"#tech, #mindfulness, #ai, #lifestyle, #motivation, #gaming, #motivation, #life",530,3181,2088,482,81,103,86.58,64.4,28.1,7.5,192,0.6278137326968106,10.7,6.5,22.7,28.0,18.7,13.4,4.6,27.3,13.2,16.1,29.6,9.3,48.5,6.9,44.7
1c765d26-d005-4394-92b4-8a3e19076ad5,2024-03-01 02:01:00,travel,carousel,"#trendy, #travelgram, #wanderlust, #travelgram, #gamer, #explore, #travel, #esports",535,2106,854,173,197,100,62.87,55.9,34.8,9.3,69,0.7498658304562746,20.5,22.0,12.2,11.5,18.4,15.4,24.7,26.1,4.2,8.8,15.7,20.5,32.3,51.4,16.2
99bedb01-5e4f-43d0-a047-dfd9ea2df82b,2024-01-16 00:21:00,lifestyle,reel,"#selfcare, #life, #travelgram, #travel",285,8034,4087,478,618,265,67.81,43.1,45.1,11.8,40,0.826194742910985,16.7,23.2,26.3,17.1,11.9,4.8,20.2,1.8,34.3,9.7,18.8,15.2,9.1,40.9,49.9
40fa9113-e47f-4bf5-b3b9-3810d959fae3,2024-02-09 10:05:00,lifestyle,reel,"#workout, #mindfulness, #life, #lifestyle, #motivation, #adventure, #ai, #mindfulness",507,8483,3420,679,552,187,57.03,64.9,23.1,12.0,71,0.4420630408451379,15.9,13.3,20.8,5.3,24.2,20.5,7.2,10.7,25.8,27.0,29.3,0.0,56.1,5.1,38.8
ce31a616-9f7e-4367-b774-c470aba07af5,2024-02-10 12:44:00,lifestyle,image,"#inspiration, #lifestyle, #foodie, #tech, #inspiration",285,6345,3345,576,164,114,66.18,71.2,15.0,13.8,118,0.37842914252638676,5.8,6.1,17.3,15.1,19.9,35.8,4.7,6.2,27.1,32.7,27.6,1.6,10.0,78.0,11.9
bf76c61b-d8d8-47c0-9169-b4a8310b0665,2024-02-17 21:40:00,beauty,image,"#foodporn, #health, #beauty, #skincare",275,2376,1503,211,202,25,81.69,42.6,38.9,18.5,200,0.769149460107255,16.5,4.8,33.8,30.9,12.4,1.6,35.5,17.0,1.3,29.5,7.5,9.3,12.4,54.9,32.7
38e3648b-7297-4a19-97ab-bdf9e053f12a,2024-03-02 17:50:00,fitness,image,"#lifestyle, #gamer, #gameplay, #esports",288,8940,4806,1205,408,186,73.88,41.0,45.0,14.0,124,0.6609976718670529,1.1,29.4,10.2,29.3,17.1,13.0,7.5,7.3,16.1,23.9,22.2,23.0,71.7,23.2,5.0
8f67fe4b-0915-4659-851a-fff5038617d1,2024-03-08 15:00:00,fashion,image,"#esports, #fashionista, #fashion, #mindfulness, #ootd, #inspiration",461,6435,4936,516,195,248,91.61,76.8,5.6,17.7,259,0.38438602088914103,9.3,0.6,16.9,26.4,22.3,24.4,46.3,19.4,5.0,14.8,6.7,7.7,18.3,46.5,35.2
3ab9afdd-8387-4416-9993-f971eb874c7d,2024-01-31 11:20:00,food,reel,"#cooking, #beauty, #travelgram, #recipe, #wanderlust, #style, #gadgets",563,3750,2454,729,321,138,97.12,69.2,20.8,10.0,85,0.33213344559635727,0.4,7.6,25.0,12.6,28.4,26.0,5.5,13.7,29.2,11.6,12.4,27.5,2.7,82.8,14.5
1d65608b-9fd0-4349-9568-5ed60b8ef3ab,2024-01-27 06:26:00,fitness,video,"#fitness, #wellness, #selfcare, #esports, #gaming, #health, #motivation, #travelgram",618,9849,4984,908,384,118,64.92,62.9,19.5,17.6,288,0.3365902476346366,6.1,14.4,17.1,11.8,26.5,24.0,12.1,3.4,35.0,12.8,16.5,20.3,40.8,20.9,38.2
04408f90-8048-4ef1-ba6d-4de22e324f09,2024-03-07 13:34:00,beauty,image,"#selfcare, #lifestyle, #gadgets, #beauty, #fashionista, #foodie, #gamer, #streamer",609,8779,5522,749,385,226,78.39,74.2,20.3,5.5,151,0.8204851606591053,15.3,13.8,15.3,26.3,3.9,25.4,15.0,13.7,3.0,5.6,48.4,14.3,82.4,8.6,9.0
ec024c90-698a-44aa-9520-3e4ddf2e8345,2024-02-22 08:24:00,fitness,carousel,"#cooking, #esports, #ai, #foodie",335,8955,5630,1083,302,233,80.94,64.7,20.1,15.2,264,0.5420310846074663,13.9,13.7,30.4,23.9,1.7,16.4,17.8,7.0,18.9,19.2,15.3,21.8,54.9,34.5,10.6
bd96c4dc-409d-41c5-85d1-13aa7bb06a8a,2024-01-23 06:56:00,fashion,carousel,"#mindfulness, #wanderlust, #ootd, #travelgram, #gaming",378,4288,3150,374,242,200,92.49,68.2,22.7,9.1,145,0.5542840803957715,33.1,20.3,25.5,5.0,1.2,15.0,17.1,10.2,4.8,26.1,21.8,20.1,49.0,13.7,37.3
f22d598c-5038-441b-87c5-e8bef5ca3f4b,2024-02-14 14:16:00,beauty,video,"#selfcare, #tech, #coding, #skincare",331,4575,2684,693,393,118,84.98,44.1,43.2,12.7,278,0.682988153926568,19.3,24.6,10.9,18.8,17.7,8.7,17.5,23.5,7.1,19.4,24.3,8.2,46.2,37.9,15.9
600db596-fd55-49fd-815e-afefe83258b1,2024-03-26 11:32:00,gaming,carousel,"#gameplay, #esports, #gaming, #esports, #makeup, #streamer",365,5918,4368,1042,533,102,102.15,43.9,49.2,6.9,95,0.4880484430544032,8.5,26.7,25.2,6.0,22.4,11.1,10.8,27.8,11.7,9.2,10.4,30.1,76.8,16.1,7.2
8b8c63fc-7bdd-4d9e-b4e3-dd228156c7ca,2024-01-01 14:17:00,fashion,image,"#ootd, #fashionista, #fashionista, #tasty, #cooking, #mindfulness, #makeup, #inspiration",519,4430,3120,333,359,131,89.01,70.5,23.1,6.3,121,0.4345928179942168,20.2,20.9,13.3,31.8,12.6,1.2,11.1,28.7,6.6,23.4,21.6,8.6,8.8,48.1,43.1
94411af5-14e8-48e2-a650-116d9b8d5f78,2024-01-28 23:01:00,travel,video,"#recipe, #travel, #innovation, #adventure, #workout, #makeup, #travelgram, #gameplay",589,9267,4333,972,667,106,65.59,75.1,16.1,8.8,6,0.30764964076116585,18.4,1.7,34.1,22.7,22.4,0.7,19.5,16.9,5.5,24.8,22.5,10.7,43.8,33.1,23.1
bdd1fe8e-11d1-4e52-9c3f-20cced5d60d1,2024-01-15 18:42:00,food,reel,"#life, #trendy, #inspiration, #foodporn, #travel, #streamer, #foodie, #recipe",550,9095,4180,577,554,354,62.29,44.1,47.1,8.8,97,0.6667938949752634,10.3,43.9,13.1,20.6,4.4,7.7,11.2,26.4,3.4,27.1,1.6,30.4,46.4,24.6,29.0
e17b1405-e2be-4b73-8640-84bdbe0119d3,2024-03-19 00:55:00,fitness,image,"#gym, #workout, #beauty, #gaming, #mindfulness, #health, #wanderlust, #wellness",589,3140,1862,386,285,86,83.41,42.5,42.6,14.8,260,0.5682408719482788,0.4,28.0,16.9,24.0,23.4,7.2,19.1,17.1,12.0,20.1,13.3,18.4,7.2,40.5,52.3
81a3a0da-f20e-4673-9090-8360370211fc,2024-03-04 23:41:00,food,video,"#style, #recipe, #ootd",250,1291,569,144,83,12,62.59,43.6,42.3,14.1,66,0.8581297554918872,19.0,9.3,15.6,6.3,20.6,29.1,13.1,16.1,17.8,13.6,18.9,20.6,50.1,7.4,42.4
dcc3ca7e-3e4b-40ea-900f-da5703c2cb37,2024-01-28 14:52:00,beauty,carousel,"#tasty, #selfcare, #mindfulness, #makeup, #workout, #cooking, #lifestyle, #innovation",679,4122,2830,272,219,194,85.27,73.5,12.7,13.8,72,0.8888012977409205,22.2,13.0,19.0,27.5,3.9,14.4,23.9,13.8,14.5,26.3,5.1,16.5,18.0,55.9,26.0
